author,category,language,editor,edition,totalPages,damagedPages,age,price
Yvonne Wilson,Non-Fiction,Spanish,HarperCollins,3th,280,4,8,61.94
Mr. Adam Hardy,Non-Fiction,Italian,Springer,9th,221,12,0,4.88
Robert Ferguson,Science,Italian,Simon & Schuster,1th,919,27,4,78.74
Krista Short,Non-Fiction,Spanish,Springer,8th,511,40,5,42.33
Stephen Davis,History,French,Oxford,10th,947,68,3,54.26
Kelly Gonzalez,History,German,Pearson,8th,527,9,1,12.08
Craig Mendez,Science,Italian,HarperCollins,10th,832,57,3,21.39
Allison Short,Biography,English,Oxford,7th,354,15,4,48.9
Elizabeth Mason,Philosophy,English,Simon & Schuster,2th,821,0,1,85.14
Heather Scott,History,German,Springer,6th,828,56,3,31.07
Adam Blanchard,Fantasy,German,Penguin,4th,386,34,8,4.16
Alexandria Cain,Technology,Italian,Cambridge,1th,589,32,1,35.32
Jonathan Golden,Fantasy,Italian,Macmillan,8th,794,77,5,62.63
Logan Perry,Fiction,English,Cambridge,6th,973,27,6,79.43
Karla Orr,Science,Spanish,Macmillan,10th,877,45,8,61.27
Michael Gutierrez,Technology,German,Macmillan,8th,311,21,9,36.6
Melanie Foley MD,History,Spanish,Oxford,8th,622,60,4,4.51
John Rodriguez,Philosophy,French,Pearson,3th,161,0,4,29.38
Emily Taylor,Non-Fiction,English,HarperCollins,3th,168,13,9,13.65
Pamela Welch,History,German,Pearson,7th,911,66,5,19.08
Danny Dunn,Biography,Spanish,Cambridge,1th,863,73,10,57.93
Lisa Cummings,Technology,English,Oxford,4th,432,13,9,27.4
Angela Jackson,Biography,Spanish,Simon & Schuster,8th,119,5,5,10.98
Jeremy Strickland,Philosophy,French,HarperCollins,10th,696,42,5,67.31
Jennifer Shaw,Non-Fiction,French,Penguin,6th,548,8,7,93.85
Andrew Robbins,Fantasy,Spanish,Springer,3th,77,7,7,56.51
David Morgan,History,French,Pearson,9th,491,24,1,67.21
James Baird,Fantasy,German,HarperCollins,4th,536,44,10,70.24
Ryan Klein,Non-Fiction,English,Simon & Schuster,5th,333,24,2,58.71
Melissa Rivera,Science,Italian,Oxford,9th,667,30,1,80.96
Cindy Wilson,History,Spanish,Oxford,3th,840,0,0,36.22
Karen Brooks,Fiction,Spanish,Penguin,10th,752,55,2,39.96
Paul Cantu,Science,Italian,Pearson,1th,127,10,0,82.8
Colton Yoder,Non-Fiction,Spanish,Oxford,1th,836,20,0,48.6
Haley Dodson,Philosophy,German,HarperCollins,3th,752,61,0,0.5
Andrew Conway,History,French,Oxford,5th,88,4,1,29.89
Victoria Cochran,Philosophy,English,Springer,4th,311,10,5,10.58
Victor Anderson,Philosophy,German,Penguin,7th,430,5,8,92.21
Edwin Jackson,Fantasy,German,Springer,5th,239,10,4,96.64
Mark Craig,Science,German,Oxford,3th,132,6,10,86.38
Elizabeth Franklin,Science,German,Pearson,9th,966,59,3,0.5
Tiffany White,Non-Fiction,English,Macmillan,2th,182,12,7,26.6
Heather Reyes,Technology,Italian,Penguin,4th,862,11,3,11.37
Jennifer Curry,Biography,Italian,Macmillan,5th,749,35,7,2.07
Jessica Franco,Philosophy,French,Macmillan,1th,605,53,7,0.5
Robert Hudson,Biography,French,Penguin,7th,534,7,1,47.64
Rebecca Peters,Technology,French,Simon & Schuster,10th,775,66,1,70.54
Richard Stanton,History,Italian,Penguin,3th,461,0,7,49.55
Shawn Schroeder,History,French,HarperCollins,8th,967,9,5,85.02
Aaron Thompson,Science,Spanish,Pearson,9th,912,18,6,7.33
Susan Robinson,Philosophy,French,Simon & Schuster,8th,957,57,5,64.92
Virginia Davis,Technology,Spanish,HarperCollins,2th,292,9,2,65.46
Sharon Tapia,History,Italian,Penguin,3th,956,38,8,23.06
Christopher Nixon,Fiction,German,HarperCollins,9th,227,20,2,54.23
Norman Murray,Fantasy,Spanish,Macmillan,10th,278,8,2,66.48
Jillian Harris,Fiction,Italian,Springer,3th,311,22,0,64.23
Eric Caldwell,Science,Italian,Penguin,5th,821,49,7,3.52
Cynthia Skinner,Biography,English,Oxford,3th,202,14,4,60.1
Edward Pope,Non-Fiction,Spanish,Simon & Schuster,3th,79,3,8,53.28
Joseph Diaz,Fiction,French,Cambridge,1th,612,3,9,61.29
Stephanie Bautista,Science,German,Springer,3th,785,7,6,29.18
Cassandra Evans,Technology,French,Penguin,7th,625,13,2,9.61
Heather West,Science,Italian,Springer,2th,721,66,7,72.67
David Santiago,Philosophy,Italian,Cambridge,9th,751,42,5,88.92
Michael Gonzalez,Fantasy,English,HarperCollins,1th,273,21,8,9.56
Jeremy Mcpherson,History,German,Penguin,9th,59,1,8,56.71
Brandon Powell MD,Technology,Italian,Macmillan,7th,961,76,4,0.5
Damon Warren PhD,Philosophy,German,Penguin,8th,551,25,3,84.65
Michael Foster,Fantasy,Spanish,Oxford,4th,741,3,9,92.09
Amy Cooper,Technology,German,Springer,5th,837,14,1,15.75
Christopher Allen,Philosophy,Spanish,Macmillan,3th,980,24,3,192.81
Kathryn Miranda,Biography,German,Oxford,4th,977,81,0,24.08
Miss Crystal Miles MD,Science,German,Pearson,1th,796,32,5,29.17
Ryan Moyer,Fantasy,German,Macmillan,9th,491,39,0,76.42
John Little,Non-Fiction,Spanish,Simon & Schuster,9th,995,17,9,35.47
Lisa Davis,Non-Fiction,Italian,Penguin,8th,950,65,2,24.46
Tamara Lewis,Biography,Italian,Macmillan,5th,759,73,7,47.09
Jerry Kelley,Science,German,Penguin,4th,489,41,2,54.62
Hannah Johnson,Biography,German,Simon & Schuster,3th,802,39,5,51.34
Michael Phillips,Science,English,Oxford,5th,484,26,4,54.63
Michael Willis,Fiction,German,HarperCollins,8th,902,30,5,176.31
Michelle Jackson,Biography,Italian,Oxford,9th,766,8,2,68.99
Jennifer Perry,Fiction,German,Penguin,1th,561,20,3,47.68
Patricia Carlson,Fiction,French,Macmillan,10th,151,11,6,31.59
Lori Williams,History,German,Oxford,3th,661,26,9,72.5
Meghan Montoya,Fantasy,German,Pearson,9th,811,58,5,30.68
Amber Curry,Fantasy,English,HarperCollins,2th,968,24,0,8.73
Hunter Johnson,Fiction,German,Oxford,1th,311,28,5,44.27
Stephanie Cook PhD,Biography,French,Springer,7th,874,14,0,58.18
Christina Lopez,Philosophy,Spanish,Macmillan,2th,165,7,3,33.11
Mary Peters,Technology,Spanish,Macmillan,5th,581,38,5,13.92
Sheri Dennis,History,German,Simon & Schuster,5th,402,35,4,53.73
Jonathan Williams,Fantasy,French,Penguin,9th,121,8,7,21.8
Carrie Jennings,Science,English,Macmillan,4th,417,13,1,37.93
Donna Miller,Philosophy,German,Pearson,10th,756,62,4,73.31
Amanda Smith,Fantasy,French,Penguin,5th,202,18,10,82.1
Angela Matthews,History,French,Springer,6th,419,16,2,35.36
Alec Thompson,Non-Fiction,French,HarperCollins,9th,195,9,0,51.58
Sarah Rodriguez,History,German,Oxford,7th,275,18,3,2.19
Eric Thompson,Biography,English,Oxford,4th,844,28,6,91.78
Carol Houston,History,German,Penguin,4th,923,87,10,60.33
Amber Smith,Science,Italian,Cambridge,5th,965,48,8,49.43
Bobby Johnston,Fantasy,German,Penguin,10th,296,6,7,62.91
Elizabeth Lambert,Biography,Spanish,Pearson,2th,568,45,1,3.94
Charles Cooper,Non-Fiction,Spanish,Springer,8th,967,74,1,9.03
Angela Mcdonald,Technology,Italian,Springer,8th,213,20,7,52.07
Margaret Williams,Biography,English,HarperCollins,3th,998,31,9,46.47
Chad Thompson,Fantasy,Spanish,Penguin,6th,890,54,4,56.11
Patricia White,Philosophy,Italian,HarperCollins,8th,729,38,4,62.59
Troy Maxwell,Technology,English,Macmillan,4th,159,14,9,92.76
Lisa Wise,Fiction,German,Macmillan,1th,435,24,5,3.71
Malik Rivas,History,French,Springer,8th,893,87,1,36.79
Kevin Hogan,Philosophy,English,HarperCollins,10th,352,2,2,54.44
Stacy Alvarez,Non-Fiction,German,Pearson,1th,88,0,8,8.03
Daniel Graham,Philosophy,Italian,Simon & Schuster,2th,138,1,6,38.49
Charles Larson,Technology,German,Pearson,7th,194,7,0,77.56
John Barnett,Fantasy,Italian,Oxford,6th,877,22,5,20.2
Lance Oliver,Non-Fiction,French,Cambridge,7th,92,8,9,91.34
Christina Long,Non-Fiction,French,Macmillan,9th,736,20,5,18.46
Eric Evans,Fiction,German,Springer,9th,130,7,7,10.08
Ian Robinson,History,Italian,Pearson,1th,589,37,3,0.5
Andrew Nixon,Biography,Spanish,Simon & Schuster,2th,141,6,8,37.28
David Fernandez,Technology,Italian,Springer,6th,873,27,1,0.5
Michelle Rodriguez,Science,Spanish,Penguin,8th,50,2,8,30.56
Joshua Brown,Science,French,Springer,3th,100,3,10,67.06
Stuart Carlson,Philosophy,French,Simon & Schuster,6th,951,33,4,74.93
Robert Bryant,Non-Fiction,Italian,Oxford,2th,447,27,10,0.5
Paul Nash,Technology,German,Penguin,7th,592,34,9,27.5
James Mendoza,Technology,English,Simon & Schuster,3th,229,16,0,5.75
Jason Brown,Non-Fiction,Italian,HarperCollins,2th,587,15,5,41.91
Stephen Allen,Technology,Spanish,Simon & Schuster,6th,813,62,9,37.64
Justin Salas,Fantasy,Spanish,Cambridge,3th,111,7,3,19.53
Elizabeth Pierce,Non-Fiction,Spanish,Pearson,10th,544,18,3,7.05
Bryan Gomez,Biography,German,Penguin,3th,487,44,5,9.29
Katie Lewis,Non-Fiction,Italian,HarperCollins,9th,861,52,10,74.25
Susan Espinoza,Fiction,Italian,Penguin,1th,425,2,10,26.91
Linda Thompson,Technology,French,Oxford,3th,827,33,8,42.99
Casey Williams,Technology,French,Penguin,10th,825,67,0,9.87
Veronica Ryan,Biography,English,Cambridge,5th,396,21,7,19.46
Joshua Romero,Fantasy,English,Macmillan,10th,813,56,8,50.72
Mark Mason,History,French,HarperCollins,2th,107,10,5,44.44
Taylor Elliott,Non-Fiction,Italian,Macmillan,1th,284,19,3,78.42
George Palmer,Fantasy,German,Macmillan,7th,60,3,1,90.86
Tiffany Neal,History,German,Simon & Schuster,6th,357,8,5,7.6
Nicole Serrano,Biography,Spanish,Springer,8th,751,56,4,38.35
Christopher Elliott,Fantasy,Spanish,HarperCollins,4th,818,13,0,59.73
Cameron Smith,Fiction,French,HarperCollins,1th,337,31,5,83.87
Lisa Hall,Fiction,Italian,Oxford,8th,342,11,8,27.97
Jacob Crawford,Biography,French,Simon & Schuster,7th,770,46,0,34.8
Sara Adams,Technology,German,Macmillan,1th,645,43,4,119.72
Heidi Kennedy,Science,Spanish,HarperCollins,3th,214,2,8,51.13
Wanda Avery,Non-Fiction,Spanish,Simon & Schuster,8th,247,6,0,21.08
Lucas Holder,Biography,Italian,Macmillan,3th,807,50,0,7.8
Timothy Collins,Science,English,Simon & Schuster,5th,477,20,9,54.05
Cheryl White,Biography,Italian,Simon & Schuster,10th,647,17,5,42.78
Francisco Zimmerman,Science,Italian,Simon & Schuster,2th,551,32,2,62.62
Michael Jefferson,Biography,English,HarperCollins,2th,664,35,4,23.96
Wesley Thompson,Biography,Spanish,Simon & Schuster,2th,724,3,0,25.41
Corey Henry,History,English,Simon & Schuster,5th,233,1,3,89.24
Sarah Perry,Non-Fiction,French,Oxford,10th,893,20,4,26.55
Laura Williams,History,German,Cambridge,9th,817,32,4,62.63
Robin Dixon,Fiction,Italian,HarperCollins,6th,144,9,4,22.4
Teresa Thomas,Philosophy,German,Macmillan,7th,580,52,10,69.52
Kaitlyn Adams,Technology,Italian,Oxford,3th,209,16,5,61.52
Donna Wood,Technology,Italian,Springer,5th,212,17,1,39.82
Ruth Taylor,Philosophy,Italian,Pearson,5th,532,2,4,49.63
Robert Wheeler,Technology,German,Springer,4th,612,12,8,90.66
Charlotte Wilson,Fantasy,English,Macmillan,1th,373,33,0,79.7
Justin Cruz,Philosophy,French,Pearson,4th,521,18,9,52.93
Nathaniel Arnold,Non-Fiction,Spanish,Springer,3th,959,27,10,31.09
Cheryl Jimenez,Non-Fiction,French,Springer,6th,550,25,10,84.4
Travis Adams,History,Italian,Cambridge,8th,453,21,7,20.51
Bobby Gibson,Technology,Spanish,Penguin,5th,739,54,10,60.17
Marcia Fowler,Biography,English,Springer,3th,232,8,10,79.39
Cindy Miller,Fantasy,German,Oxford,3th,206,14,6,60.11
Dana Bates,Philosophy,English,Cambridge,1th,328,22,7,0.79
William Anderson,Biography,Spanish,Penguin,10th,890,88,10,0.5
Lindsay Valenzuela,Technology,English,Pearson,5th,426,32,10,45.63
Donald Saunders,Fantasy,French,Springer,9th,482,37,3,6.71
Taylor Donaldson,Biography,Italian,Springer,3th,401,31,8,27.86
Timothy Miller,Philosophy,French,Cambridge,4th,445,19,5,23.47
Raymond Cunningham,Fiction,German,Springer,5th,590,50,9,86.02
John Smith,Biography,English,Macmillan,9th,773,63,10,80.88
Taylor Johnson,Fantasy,English,Pearson,1th,242,22,9,133.85
Stephanie West,Non-Fiction,English,Cambridge,6th,871,79,6,35.08
Jennifer Brown,Philosophy,English,Simon & Schuster,3th,308,5,7,22.32
Joseph Norton,Fantasy,Spanish,Cambridge,2th,443,32,9,88.25
Cristian Jones,Technology,German,Oxford,8th,139,5,7,30.99
Samuel Murray,Fiction,German,Macmillan,10th,269,14,2,184.73
Erik Delgado,Fiction,French,Cambridge,3th,642,39,10,69.66
Susan Jordan,History,Spanish,Macmillan,4th,824,77,5,47.55
Jonathan Johnson,Philosophy,French,Simon & Schuster,4th,977,63,9,46.41
Jim Medina,Philosophy,Spanish,Macmillan,8th,641,4,2,10.87
Anthony Johnston,Fantasy,Italian,Pearson,8th,471,13,2,89.06
Jasmine Mitchell,Philosophy,German,Penguin,10th,782,20,9,38.13
Kelly Turner,Philosophy,Italian,Cambridge,9th,581,34,8,90.45
James Lane,Fantasy,Spanish,Penguin,3th,447,4,2,59.38
Alexandra Bowers,Non-Fiction,Italian,Springer,9th,316,23,3,12.68
Robert Garcia,Fantasy,German,Simon & Schuster,1th,247,5,2,71.75
David Hines,Philosophy,English,Penguin,10th,933,84,5,8.68
Jessica Guzman,Biography,English,Pearson,5th,294,28,7,14.78
Charles Carlson,Non-Fiction,English,Simon & Schuster,9th,174,11,7,157.37
Anthony Thomas,History,German,Simon & Schuster,8th,799,12,5,25.89
James Peterson DDS,Science,German,Simon & Schuster,7th,956,34,6,24.38
Johnny Cook,Fantasy,English,Penguin,2th,197,9,8,74.15
Joshua Moore Jr.,Technology,English,Pearson,5th,566,38,6,45.6
Cynthia Jackson,Science,Spanish,Macmillan,9th,151,11,3,76.02
Stephanie James,Technology,Spanish,Macmillan,4th,746,55,5,0.5
Jeremy Parrish,Technology,German,Penguin,7th,276,1,2,83.08
Mark Adams,Biography,German,Oxford,7th,501,22,8,14.97
Megan Santiago,Science,Spanish,Oxford,4th,150,15,4,83.47
Laura King,Philosophy,Spanish,Pearson,2th,837,30,1,38.85
Michael Johnson,Biography,French,Oxford,7th,828,31,5,30.42
Jonathan Wong,Fiction,Italian,Pearson,9th,815,25,10,62.55
Sharon Maldonado,Fantasy,German,HarperCollins,10th,913,62,6,54.19
David Krause,Fiction,German,HarperCollins,9th,341,28,9,42.62
Meagan Pratt,Fiction,German,Macmillan,6th,477,45,4,88.81
Joshua Gordon,History,Spanish,Oxford,8th,179,6,1,90.25
Melissa Thomas,Biography,Spanish,Macmillan,1th,422,20,7,25.92
Clayton Jackson,Technology,Italian,Cambridge,10th,691,10,8,38.71
Alexander Newton,Philosophy,Italian,Springer,4th,719,65,4,68.24
Margaret Lane,Biography,English,Pearson,4th,443,11,7,93.4
Ralph Walker,Biography,German,Pearson,8th,58,3,6,81.27
Mr. Christopher Humphrey,Philosophy,German,Pearson,1th,494,46,6,154.46
James Harrison,Philosophy,English,Macmillan,4th,472,19,2,11.81
Karen Craig,Philosophy,German,Pearson,5th,819,68,1,6.39
Regina Woodward,Technology,Italian,Pearson,7th,484,48,5,82.04
Anthony Gomez,Science,Spanish,Pearson,5th,510,2,8,35.4
Melissa Bishop,Non-Fiction,German,HarperCollins,9th,157,14,2,63.94
Robert Lawson,History,English,HarperCollins,8th,776,38,5,0.83
Patricia Parker,Philosophy,German,HarperCollins,10th,591,30,1,64.17
Julie Walters,Fiction,Spanish,HarperCollins,5th,659,49,7,48.1
Mrs. Abigail Reyes MD,Non-Fiction,Spanish,Penguin,3th,534,0,9,49.73
Lisa Hutchinson,Fantasy,French,Penguin,10th,391,7,6,80.02
Michael White,History,English,Penguin,4th,650,45,1,90.65
Daisy Phelps,Science,Italian,Cambridge,6th,819,1,4,11.14
Justin Davis,Technology,English,Pearson,8th,822,38,0,45.65
Hannah Olson,Biography,Italian,Pearson,3th,989,43,5,0.5
Angelica Gomez,Philosophy,German,Springer,5th,248,0,10,54.8
Jason Carroll,Fiction,Spanish,Cambridge,9th,959,23,0,67.64
Angela Moore,Science,French,Macmillan,8th,594,58,1,45.32
Richard Edwards,Philosophy,Italian,Macmillan,3th,50,3,9,92.43
Michael Gonzalez,Biography,Spanish,HarperCollins,10th,568,21,7,66.12
Carrie Harper,Technology,French,Macmillan,9th,629,60,6,30.15
David Lowe,Science,Spanish,Pearson,4th,490,0,0,59.63
Katherine Ross,Fantasy,Spanish,Macmillan,3th,285,8,10,33.28
Phillip Harris,Fantasy,Italian,Simon & Schuster,1th,727,62,3,65.08
Alexa Gonzales,Philosophy,English,HarperCollins,9th,846,33,9,85.69
Robin Stewart,Fantasy,Italian,Cambridge,5th,834,39,1,17.42
Amber Ramirez,Philosophy,French,HarperCollins,1th,414,38,6,84.56
Ruben Brown Jr.,Technology,French,Pearson,7th,928,22,4,4.59
Ian Roth,History,French,Oxford,5th,782,76,7,13.55
Michael Moss,Technology,Spanish,Simon & Schuster,9th,581,41,7,67.5
Kaylee Smith,Fiction,German,Penguin,6th,639,15,9,43.08
Amanda Stanley,Science,German,Oxford,8th,324,19,5,84.7
Andrew Hart,Technology,French,Pearson,6th,817,10,6,189.89
Jeffrey Crawford,Non-Fiction,German,Pearson,9th,380,13,2,155.94
Jeffery Fleming,Philosophy,German,Simon & Schuster,5th,781,55,10,21.18
Anthony Ramirez,Science,Spanish,Cambridge,1th,338,6,8,25.51
Jessica Wood,Fiction,Spanish,Cambridge,3th,440,44,1,55.46
Scott Ho,Fiction,English,Springer,4th,838,65,0,14.09
Robin Chase,Non-Fiction,Spanish,Oxford,2th,900,44,6,85.64
Jamie Farrell,Science,French,HarperCollins,4th,895,40,6,0.5
Deborah Meyer,Non-Fiction,French,Pearson,9th,263,24,5,65.99
Allison Marshall,Fantasy,French,Macmillan,10th,389,30,0,36.16
Kristin Mccann,Fantasy,English,Simon & Schuster,5th,275,23,2,69.87
Michele Freeman,Philosophy,French,Cambridge,10th,98,6,1,100.41
Daniel Michael,Non-Fiction,French,Pearson,3th,505,30,6,90.94
Miss Katelyn Brown,Science,English,Oxford,5th,387,34,2,44.21
Ryan Roberts,Technology,German,Oxford,10th,681,18,5,41.23
Jennifer Matthews,Fantasy,English,Oxford,8th,369,12,6,17.27
Allison Hughes,Science,Spanish,HarperCollins,3th,851,85,9,0.5
Randy Carter,Philosophy,English,Springer,6th,638,40,7,10.35
Victoria Scott DDS,History,French,Simon & Schuster,1th,204,19,5,27.89
Jeremy Hernandez,Technology,German,Simon & Schuster,7th,167,5,2,56.69
Stacey Cervantes,Philosophy,English,HarperCollins,10th,437,36,3,82.14
Michael Hayes,History,Spanish,Pearson,1th,84,2,9,22.4
Edward Hudson,Biography,German,HarperCollins,5th,483,35,0,71.16
Tony Gardner,Technology,Spanish,Simon & Schuster,7th,329,29,10,89.06
Thomas Howard,Fiction,French,Cambridge,9th,134,0,10,8.52
Pamela Butler,Science,German,Macmillan,7th,949,91,10,6.22
Janice Wilson,Fiction,German,Penguin,10th,512,40,1,49.09
Suzanne Craig,Philosophy,German,Oxford,6th,884,68,4,36.52
Dominique Brewer,Fantasy,Italian,Oxford,3th,526,0,6,11.26
Patrick Allison,Biography,French,Simon & Schuster,2th,618,51,6,0.5
Catherine Larson,History,French,Springer,1th,424,2,9,93.29
Richard Johnson,Non-Fiction,German,Macmillan,4th,945,93,10,34.06
Martha Green,Non-Fiction,Spanish,Springer,8th,68,2,10,59.06
Leonard Moran,Biography,Spanish,Pearson,9th,547,4,7,57.53
Ashley Waters,Fiction,German,Springer,9th,381,21,7,82.96
Richard Reese,Biography,French,Macmillan,5th,112,10,1,68.73
Megan Morris,Science,English,Oxford,4th,637,20,3,22.13
Thomas Norton,Technology,German,HarperCollins,4th,422,36,4,5.22
Elizabeth Lee,Non-Fiction,Spanish,HarperCollins,3th,176,11,2,83.51
Joshua Gibson,Non-Fiction,German,Oxford,10th,753,7,4,133.36
Alexander Estrada,Biography,French,Macmillan,7th,108,5,7,79.53
Jessica Harvey,History,Italian,Pearson,10th,887,30,5,64.05
Bethany Willis,Non-Fiction,Spanish,Penguin,2th,785,7,3,70.88
Mark Fisher,History,Italian,Macmillan,8th,901,7,1,24.29
Gary Ward,Fantasy,Italian,Springer,10th,402,19,0,30.83
Ebony Turner,Biography,Italian,HarperCollins,7th,625,25,0,16.75
Travis Walters,Science,English,Penguin,5th,889,10,1,94.62
Alicia Roberts,Non-Fiction,German,Oxford,9th,51,2,3,44.32
Christopher Rodriguez,Biography,English,Pearson,8th,935,57,3,35.56
Leslie Jones,Fantasy,French,HarperCollins,3th,548,30,10,66.22
James Woodward,Biography,English,Penguin,3th,449,27,1,26.4
Robert Norman,Fiction,Italian,Simon & Schuster,2th,282,22,3,93.1
Tony Coleman,History,French,Simon & Schuster,3th,67,1,5,63.81
Kenneth White,Science,Italian,Simon & Schuster,5th,806,58,0,54.14
Lori Porter,Fantasy,English,Penguin,7th,904,0,0,78.56
Heather Smith,Technology,French,Springer,5th,828,9,5,88.53
Melissa Klein,Technology,French,Springer,5th,778,60,10,16.13
Joseph Graham MD,Philosophy,German,Springer,7th,295,14,7,86.5
Jeremy Williams,Fiction,German,HarperCollins,5th,737,45,2,73.38
Yolanda Snyder,Non-Fiction,French,Oxford,9th,932,3,2,73.73
Cheryl Stevens,Fiction,German,Oxford,5th,973,73,3,26.39
William Mercado,Fantasy,Spanish,Springer,8th,768,31,3,74.9
Rachel Rivera,History,German,Simon & Schuster,5th,484,47,0,44.99
Lisa Hernandez,Science,French,Springer,2th,214,6,7,16.98
Justin Harris,Biography,Italian,Penguin,1th,755,46,10,47.82
Melissa Pollard,Fantasy,English,Macmillan,8th,848,76,3,71.07
Christopher Beasley,Technology,English,HarperCollins,10th,924,58,10,59.77
Jack Delacruz,Fiction,Italian,HarperCollins,5th,628,58,1,46.52
Hannah Lewis,Biography,Italian,Cambridge,3th,170,7,7,7.42
Taylor Estrada,Non-Fiction,Italian,Pearson,2th,902,90,3,0.5
Anthony Juarez,History,English,Macmillan,9th,716,8,3,1.03
Deborah Franklin,Philosophy,Italian,Springer,7th,262,23,10,89.97
Charles Evans,Science,English,Springer,2th,692,41,6,14.26
Felicia Chan,Biography,English,Penguin,6th,574,37,6,72.34
Stacy Kim,Biography,German,Springer,8th,509,45,2,32.99
Peter Wilcox,Fiction,Spanish,Simon & Schuster,7th,322,16,1,75.02
Yesenia Jenkins,Science,German,Macmillan,5th,903,37,4,47.1
Penny Johnson,Science,English,Springer,1th,483,16,10,0.5
Dustin Shannon,Fantasy,French,Pearson,6th,312,29,9,2.56
Jonathan Jackson,Science,French,Macmillan,8th,837,56,7,23.5
Richard Payne,Fantasy,Italian,HarperCollins,2th,234,10,2,12.63
Gary White,Fantasy,English,Cambridge,8th,527,52,8,0.5
Sarah Henderson,Technology,French,Penguin,8th,193,9,0,29.34
Steven Scott,Fantasy,French,Springer,8th,239,1,7,50.57
Tiffany Gonzalez,Science,Spanish,Oxford,3th,224,0,5,0.5
Veronica Bryan,Technology,French,Cambridge,10th,93,1,2,42.47
Kelly Powell,Science,Italian,Springer,10th,707,0,10,26.39
Denise Morris,Technology,Spanish,Macmillan,7th,467,40,2,21.02
Courtney Bennett,History,Spanish,Penguin,1th,963,39,5,26.66
Erica Black,Biography,German,Cambridge,9th,230,7,8,16.41
Darlene Hickman,Fantasy,Spanish,Oxford,3th,909,89,1,52.92
Holly Clark,History,Spanish,Pearson,10th,209,0,4,38.97
Tony Mays,Fantasy,German,Simon & Schuster,9th,889,74,7,144.7
